mean,median,std,min,max,range,zero_cross_rate,power_low_band,power_high_band
-0.40989283331182863,0.5253946929102093,12.173316929427331,-24.7998402375856,33.51256003293698,58.31240027052258,0.06333333333333334,6563821.314942503,65645.37881621184
