theta_0,slow_alpha_0,alpha_0,beta_0,gamma_0,theta_1,slow_alpha_1,alpha_1,beta_1,gamma_1,theta_2,slow_alpha_2,alpha_2,beta_2,gamma_2,theta_3,slow_alpha_3,alpha_3,beta_3,gamma_3,theta_4,slow_alpha_4,alpha_4,beta_4,gamma_4,theta_5,slow_alpha_5,alpha_5,beta_5,gamma_5,theta_6,slow_alpha_6,alpha_6,beta_6,gamma_6,theta_7,slow_alpha_7,alpha_7,beta_7,gamma_7,theta_8,slow_alpha_8,alpha_8,beta_8,gamma_8,theta_9,slow_alpha_9,alpha_9,beta_9,gamma_9,theta_10,slow_alpha_10,alpha_10,beta_10,gamma_10,theta_11,slow_alpha_11,alpha_11,beta_11,gamma_11,theta_12,slow_alpha_12,alpha_12,beta_12,gamma_12,theta_13,slow_alpha_13,alpha_13,beta_13,gamma_13,theta_14,slow_alpha_14,alpha_14,beta_14,gamma_14,theta_15,slow_alpha_15,alpha_15,beta_15,gamma_15,asymmetry_0-1_theta,asymmetry_8-9_theta,asymmetry_10-11_theta,asymmetry_12-13_theta,asymmetry_2-3_theta,asymmetry_4-5_theta,asymmetry_14-15_theta,asymmetry_6-7_theta,asymmetry_0-1_slow_alpha,asymmetry_8-9_slow_alpha,asymmetry_10-11_slow_alpha,asymmetry_12-13_slow_alpha,asymmetry_2-3_slow_alpha,asymmetry_4-5_slow_alpha,asymmetry_14-15_slow_alpha,asymmetry_6-7_slow_alpha,asymmetry_0-1_alpha,asymmetry_8-9_alpha,asymmetry_10-11_alpha,asymmetry_12-13_alpha,asymmetry_2-3_alpha,asymmetry_4-5_alpha,asymmetry_14-15_alpha,asymmetry_6-7_alpha,asymmetry_0-1_beta,asymmetry_8-9_beta,asymmetry_10-11_beta,asymmetry_12-13_beta,asymmetry_2-3_beta,asymmetry_4-5_beta,asymmetry_14-15_beta,asymmetry_6-7_beta,asymmetry_0-1_gamma,asymmetry_8-9_gamma,asymmetry_10-11_gamma,asymmetry_12-13_gamma,asymmetry_2-3_gamma,asymmetry_4-5_gamma,asymmetry_14-15_gamma,asymmetry_6-7_gamma
3.967443324354364,2.3030443887671743,2.8587460182970776,3.414197034814968,10.26806591776043,3.558354615651324,2.430383569535876,2.8370639381630394,3.458864255862585,6.659021880130915,4.092359074292489,2.9875192007369753,3.383057254726123,3.8795158990858845,9.312099054952418,4.2520814246211645,3.3438303620421665,3.555220714571841,2.9601766673127767,3.529041717689485,3.1687195102441486,2.6239507990769577,2.9653852097924864,3.646859208959108,3.9302763971079773,2.714209394010344,1.4157122153306687,2.0648612070230934,3.128818308042001,3.4008025878757087,3.3572009593539054,2.867818540558308,3.261784423494889,3.962260210889519,4.213909206832969,3.0864735716589418,2.01018683198594,2.391841175754978,3.313265660251972,3.615611401691682,3.0122715330753675,2.0164327098916064,2.3499230127799353,3.2463897990196844,3.427861280588734,3.0041966485152334,1.960370299856211,2.4017867722951345,3.5340890096788087,3.3980090264410374,4.107681292100326,2.556460876938255,2.937135655671098,2.9001772804907167,3.085274832415252,3.3260401921928384,2.2780477554348955,2.6949942721521887,2.9476932412793793,4.35495166659064,2.572209942115959,1.5205587748539808,1.9921541243965482,3.992855672311512,4.119162864567831,2.762119503454583,1.8599242398817226,2.3300763843780397,3.6096362811499265,3.340661467508464,4.0103136077613435,3.05468703028277,3.308907017110756,3.0601918570348974,3.184456669413921,4.779341351512628,3.5471515204469446,3.9828748969847347,4.469936976167994,9.615595046613768,0.4090887087030399,0.008074884560134166,0.7816410999074872,-0.18990956133862413,-0.15972235032867577,0.4545101162338048,-0.7690277437512849,0.27072738769496363,-0.12733918076870188,0.05606241003539547,0.2784131215033594,-0.3393654650277418,-0.35631116130519125,1.208238583746289,-0.4924644901641746,0.8576317085723679,0.021682080134038273,-0.05186375951519917,0.24214138351890924,-0.3379222599814915,-0.17216345984571824,0.900524002769393,-0.6739678798739788,0.8699432477399109,-0.04466722104761711,-0.2876992106591243,-0.0475159607886626,0.3832193911615853,0.9193392317731077,0.5180409009171068,-1.4097451191330967,0.6489945506375467,3.6090440376295145,0.029852254147696655,-1.2696768341753883,0.778501397059367,5.783057337262933,0.5294738092322686,-6.431138377199847,0.5982978051412866
